线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded,数分位指标,风险标注,风险标注_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,预测赔付金额,风险等级,预测置信区间_下限,预测置信区间_上限,预测误差范围
2,0,0,0.0,96,15,192515,359800,-1,427797,Pickup Error,Call,-82054,451.25,Maternity & Baby Products,0,B,Consigner,3.128865086,0.896655673,1.375322281,0.84712436,169.15,264.55705230253284,4,0,13,0,0,0.6251523545706371,2,264.9222453703704,250.2838073394496,1.4095204723885475,合理诉求,0,82.05625698375027,66.97408979585927,158.27408225602085,154.56106581925886,186.69294769746716,中低风险,50.11339530316332,323.2725000917709,136.57955239430382
2,0,0,0.0,298,190,19493,294945,-1,-20512,未知,Internal Software,-31537,242.67,Fresh,-1,B,Consigner,0.164021257,0.973036943,3.695778437,0.976089217,32.4,132.61168454623527,0,2,7,0,0,0.8664853504759551,1,232.9513195201745,241.8091169977925,1.1940725375169547,合理诉求,1,43.500059229071,42.27109806210031,149.70866436203644,82.70302079622253,110.05831545376472,低风险,0.0,246.6378678480685,136.57955239430382
5,1,0,107.825,238,179,26101,85894,-1,427858,Pickup Error,Call,371392,243.72,Household Goods,-1,B,Consigner,0.0,0.966664918,24.28065571,0.983742481,140.19,118.3533453901169,4,0,11,0,5,0.4247907434761201,2,240.5930162412993,322.6695936794583,0.9365868373701531,合理诉求,0,56.120854415553154,53.117201719191335,18.73396479401633,19.51172210710753,125.3666546098831,中低风险,0.0,261.94620700418693,136.57955239430382
2,0,0,11.692,165,103,194056,132303,-1,49112,未知,Call,-3809,749.5,Household Goods,0,C,Consigner,18.63383695,0.391991023,25.80328335,0.960865857,215.72,459.13641589258555,0,0,11,0,0,0.7121814543028685,2,263.94968397291194,310.10277777777776,1.5758194947358959,合理诉求,0,19.26978251250188,68.19139031878989,22.32653559243128,31.0992172474084,290.36358410741445,中高风险,153.78403171311064,426.9431365017183,136.57955239430382
2,0,0,1086.827,343,90,42420,26957,-1,427864,Damage,Vendor Consultation,673736,1556.48,Jewelry,0,B,Receiver,36.57276702,0.97999552,0.09940559,0.917776465,588.7,839.2024270282801,1,6,12,1,6,0.6217747738486842,2,328.3355605381166,201.4001850481125,1.1683539325281442,合理诉求,0,97.88554286990625,53.00286776788894,56.51655069941794,11.858737262550065,717.2775729717199,高风险,580.6980205774161,853.8571253660238,136.57955239430382
2,0,0,1.481,1,0,129196,175317,-1,427659,Suspected Lost,Internal Software,-68203,707.01,Documents & Bills,-1,B,Consigner,7.774461802,0.983525595,9.137213473,0.897608485,258.75,422.95971100642964,6,2,4,0,0,0.6340221496159885,2,244.914587973274,271.43254988913526,1.483807339749689,合理诉求,0,70.73600184832473,77.14359760454522,143.0039532327633,418.7630646250509,284.05028899357035,中高风险,147.47073659926653,420.6298413878742,136.57955239430382
5,0,0,58.139,3,0,184491,428238,-1,427633,Pickup Error,Vendor Consultation,113683,103.56,Miscellaneous Goods,0,B,Consigner,61.51604028,0.975364086,22.20189985,0.989072655,26.14,68.23110833464008,4,6,14,0,3,0.7475859405175743,2,314.9283900226758,327.8663377192982,1.878150012478893,合理诉求,0,41.18257094143706,77.14359760454522,4.902180749091162,154.04577691310175,35.32889166535992,低风险,0.0,171.90844405966374,136.57955239430382
2,0,0,6.53,25,226,173828,263807,-1,427622,未知,Call,-42040,1175.11,Miscellaneous Goods,-1,B,Unknown,18.86007153,0.986631329,11.04922194,0.97060267,630.21,745.2315011708448,0,0,14,3,0,0.4637012705193555,2,263.0759360730593,286.16632158590306,1.7295629816662814,合理诉求,0,88.02025973044574,31.16711948520974,45.246235246954114,32.712193015560615,429.8784988291551,高风险,293.29894643485125,566.4580512234589,136.57955239430382
2,0,0,0.087,56,1,31208,170650,-1,427863,未知,Internal Software,-46991,591.94,Home Improvement and Building Material,0,B,Consigner,23.8473466,0.997420528,41.47102056,0.954896185,85.04,367.3139391367597,0,2,10,0,0,0.8563367908909686,2,315.07662895927604,323.71263392857145,1.6279765632189147,合理诉求,1,96.3549212994997,65.76028831767645,141.02187380418133,175.6631948673671,224.62606086324035,中高风险,88.04650846893654,361.2056132575442,136.57955239430382
2,1,0,109.528,222,178,183960,70713,-1,-133002,Suspected Lost,Vendor Consultation,352956,874.08,Pharmaceuticals,-1,C,Staff,8.112458681,0.999123217,2.744639667,0.971502137,335.75,507.4987563367571,6,6,15,2,5,0.6158818414790408,2,266.89086363636363,249.08704595185995,1.3806437762686787,合理诉求,0,55.22632970407765,81.0676732915042,7.9082223508975105,46.428514974097126,366.58124366324296,中高风险,230.00169126893917,503.1607960575468,136.57955239430382
2,0,0,65.38,1,190,13657,426471,-1,217676,Pickup Error,Vendor Consultation,546933,132.2,Household Goods,0,Not Known,Consigner,10.80439438,0.975492541,0.0,0.973281522,84.07,75.54849450810666,4,6,11,0,5,0.3640695915279879,2,259.5580044345898,202.1543271375465,1.3104340270650852,合理诉求,0,70.73600184832473,42.27109806210031,1.2178832528395152,10.053413467749424,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
2,0,0,0.0,2,1,185696,117556,-1,427864,Suspected Lost,Internal Software,988546,320.25,Miscellaneous Goods,-1,B,Consigner,0.0,0.986257407,12.96727164,0.966102773,87.01,190.3378768986262,6,2,14,0,6,0.7283060109289617,2,231.2032466063349,281.7043973214286,1.4539362160617866,合理诉求,0,62.84702059293448,65.76028831767645,73.68166073557771,216.37848684466,129.9121231013738,中低风险,0.0,266.4916754956776,136.57955239430382
1,0,0,174.996,99,259,214517,325932,-1,427816,Damage,Call,-72178,1914.52,Beauty & Daily Essentials,0,C,Consigner,0.78481176,0.993780872,0.163863132,0.779864045,542.03,1145.3924347253478,1,0,3,0,0,0.7168846499383658,2,247.542,210.74114498141265,1.4872762466525453,合理诉求,0,73.45506638448578,9.22053027955651,14.896044754767528,45.365858193144334,769.1275652746522,高风险,632.5480128803483,905.707117668956,136.57955239430382
2,1,0,23.415,145,50,212182,300000,-1,427864,Suspected Lost,Vendor Consultation,132625860,2597.57,Miscellaneous Goods,-1,C,Consigner,0.0,0.997315955,4.011871643,0.950905914,640.94,2125.369417267963,6,6,14,0,6,0.7532540027795208,2,231.2032466063349,245.12169230769229,4.491476753889612,合理诉求,0,64.5653285643816,42.24514133356134,68.958993992821,154.63751533829563,472.2005827320372,高风险,335.6210303377334,608.780135126341,136.57955239430382
2,1,0,636.082,0,40,190198,262569,-1,427818,未知,Call,-59649,262.25,Pharmaceuticals,0,C,Consigner,1.372799467,0.984740847,27.53277125,0.94650232,230.18,102.5233892315068,0,0,15,0,0,0.1222878932316491,2,258.0287111111111,310.9002546296296,0.6378743926802455,合理诉求,0,59.08910110031514,42.51361777945182,5.776793175614367,2.47234604097507,159.7266107684932,中低风险,23.147058374189385,296.306163162797,136.57955239430382
2,0,0,0.0,117,178,168822,4092,-1,427850,Damage,Call,-53907,139.12,Beauty & Daily Essentials,0,B,Consigner,5.660180958,0.941714767,0.392069959,0.985404694,3.2,72.5939618752245,1,0,3,0,0,0.9769982748706154,2,278.26538975501114,205.4008314606741,1.0750514007809018,合理诉求,2,56.67830523444094,81.0676732915042,58.90047396671124,83.84591920380932,66.52603812477551,低风险,0.0,203.10559051907933,136.57955239430382
2,0,1,678.743,137,179,217837,228759,-1,427864,Damage,Vendor Consultation,-22010,1106.77,Beauty & Daily Essentials,-1,B,Unknown,170.5200727,0.993708771,128.3234808,0.969658425,430.27,606.8384226490232,1,6,3,3,0,0.6112381072851631,2,369.7758093126386,420.1927850877193,1.2114197828336204,合理诉求,0,50.67669044924896,53.117201719191335,14.624519471977866,2.105492196311701,499.9315773509768,高风险,363.35202495667295,636.5111297452805,136.57955239430382
2,0,0,354.381,222,322,98061,250178,1,427846,未知,Call,438159,514.14,Furniture,-1,B,Consigner,66.89862342,0.977954688,84.827815,0.996944941,376.47,235.35234330990073,0,0,8,0,5,0.2677675341346714,2,334.46513157894736,346.0820316027088,0.8411820095787272,合理诉求,0,55.22632970407765,50.933790052251815,2.1906093074770987,70.61767055348473,278.78765669009925,中高风险,142.20810429579544,415.36720908440304,136.57955239430382
2,0,0,36.716,169,291,193375,300000,1,391418,未知,Complaint,920252596,2040.36,Miscellaneous Goods,0,C,Unknown,73.51221327,0.91668811,48.712669,0.995279574,160.16,1691.1188289651132,0,1,14,3,6,0.9215040483052012,2,342.5651168224299,359.5141019955654,4.828440996722982,合理诉求,1,104.88493512527126,57.75128155336114,174.35422399278173,154.63751533829563,349.2411710348868,中高风险,212.661618640583,485.8207234291906,136.57955239430382
2,0,0,222.67,13,126,80473,82642,-1,427841,Pickup Error,Vendor Consultation,1846727,845.39,"Apparel, Footwear & Accessories",0,B,Receiver,0.566331864,0.896624816,2.160113406,0.916516343,531.16,460.9562450389225,4,6,1,1,6,0.3716982694377743,2,240.51343115124152,238.86262443438915,1.1959415570270213,合理诉求,0,107.63959905280184,6.873925288870664,37.64172486872888,14.58330061163534,384.4337549610775,中高风险,247.8542025667737,521.0133073553814,136.57955239430382
2,0,0,623.433,200,15,101529,371663,-1,427861,Suspected Lost,Mini Program,112738,177.23,Jewelry,0,C,Consigner,11.94131161,0.984786433,17.35161182,0.969024508,47.79,83.12183249161995,6,4,12,0,3,0.7303503921457992,2,282.6665707964602,314.3277728285078,0.8739715491237495,合理诉求,0,43.83671082473987,66.97408979585927,11.72842236090188,167.36582590542525,94.10816750838003,低风险,0.0,230.68771990268385,136.57955239430382
2,0,0,273.2,152,118,183084,169258,-1,427830,Suspected Lost,Internal Software,464267,392.27,Miscellaneous Goods,-1,C,Unknown,21.7631333,0.989095549,31.80957528,0.823013869,266.03,170.20366502220253,6,2,14,3,5,0.3218191551737324,2,313.76289760348584,328.7853196347032,0.7630181624633923,合理诉求,0,86.0103118144442,69.80450701311733,1.052502356272963,7.196087752313608,222.06633497779745,中高风险,85.4867825834936,358.64588737210124,136.57955239430382
2,0,0,673.493,179,158,104224,80496,-1,427845,Pickup Error,Call,3524,1450.33,Pharmaceuticals,-1,B,Unknown,92.91170303,0.979271591,58.43165143,0.972107694,415.65,827.1460129958499,4,0,15,3,2,0.7134100515055194,2,358.28946902654866,368.0050669642857,1.3251637821819842,合理诉求,0,65.21791013489069,96.36301746732204,105.86743182558445,2.7934318172002017,623.18398700415,高风险,486.6044346098462,759.7635393984539,136.57955239430382
2,0,0,1.287,12,63,42471,300000,-1,427593,Pickup Error,Call,15799362,1526.9,Maternity & Baby Products,0,B,Consigner,0.594904079,0.999720199,32.75573265,0.999716177,283.61,1305.066740738926,4,0,13,0,6,0.8142576462112777,2,243.63325991189427,323.6829864253394,5.85669637049061,诉求偏高,0,66.15663182512084,59.175760727119226,102.31583006020072,154.63751533829563,221.83325926107415,中高风险,85.25370686677036,358.412811655378,136.57955239430382
2,0,0,42.846,0,1,148001,368213,-1,-46560,Damage,Internal Software,107935,239.45,Dried Groceries,0,Not Known,Consigner,1.655403352,0.810609846,0.0,0.952108002,118.78,115.45562859637607,1,2,5,0,3,0.5039465441637085,2,258.0287111111111,203.0566087613293,0.9236866212443604,合理诉求,0,59.08910110031514,65.76028831767645,5.90463374278256,167.1575164484445,123.99437140362392,中低风险,0.0,260.5739237979277,136.57955239430382
2,0,0,75.055,13,257,227346,300000,-1,427864,Damage,Internal Software,390126133,2150.92,Miscellaneous Goods,-1,C,Consigner,146.1339943,0.973929885,0.411265498,0.975030078,430.97,1780.9652798272512,1,2,14,0,6,0.7996345749725698,2,363.8357111111112,202.1543271375465,4.80103145472277,合理诉求,0,107.63959905280184,147.01131690079842,89.08350723258485,154.63751533829563,369.954720172749,中高风险,233.3751677784452,506.5342725670528,136.57955239430382
5,1,0,0.0,236,178,31392,127708,-1,85751,未知,Internal Software,95715,101.07,Pharmaceuticals,0,C,Consigner,13.88454435,0.984205927,2.243203613,0.998809088,84.88,66.30851670940943,0,2,15,0,3,0.1601860096962501,2,282.0470533642691,242.12484633569736,1.8541880987038448,合理诉求,0,135.87417680605415,81.0676732915042,117.47,57.33788478796711,34.76148329059056,低风险,0.0,171.3410356848944,136.57955239430382
2,0,0,35.097,246,178,19561,324137,-1,427831,未知,Call,-19796,232.14,Electronic Product,-1,Not Known,Consigner,8.361087532,0.831668919,22.77944616,0.929741753,89.94,126.06271000851027,0,0,6,0,0,0.6125613853708969,2,253.6208830022075,317.04852422907487,1.1773057575376578,合理诉求,0,91.55971914516827,81.0676732915042,58.67852234734424,5.205399633829954,106.07728999148972,低风险,0.0,242.65684238579357,136.57955239430382
2,0,0,83.655,43,4,199576,431627,-1,427856,Pickup Error,Call,67449,303.68,Electronic Product,-1,C,Consigner,1.040063684,0.963107614,5.431519826,0.993393279,102.38,158.89149363883539,4,0,6,0,2,0.6628688092729189,2,240.51343115124152,261.6746428571429,1.0898766823580075,合理诉求,0,62.68586602428663,83.41096387920678,3.275690909513648,39.3507452435841,144.78850636116462,中低风险,8.208953966860804,281.36805875546844,136.57955239430382
2,1,0,180.621,14,215,13522,296259,-1,427864,未知,Call,452451,1001.49,Miscellaneous Goods,0,C,Staff,5.901208607,0.969998137,51.71997709,0.988860977,290.76,588.0262198380503,0,0,14,2,5,0.7096725878441122,2,278.26538975501114,357.2380984340045,1.4187638292742544,合理诉求,0,56.2562078791873,61.97046971622026,3.593420400757461,6.250022653047685,413.4637801619496,高风险,276.8842277676458,550.0433325562534,136.57955239430382
2,0,0,298.133,186,196,191336,383823,-1,427864,Pickup Error,Call,423293,144.57,"Apparel, Footwear & Accessories",0,B,Consigner,17.11953991,0.968645752,34.54072256,0.988671788,76.31,67.1726793341616,4,0,1,0,5,0.472158815798575,2,263.94968397291194,329.1931956521739,0.8568236613656629,合理诉求,0,24.98413098985284,116.20453147696212,154.53972755091186,18.73678087585824,77.3973206658384,低风险,0.0,213.97687306014225,136.57955239430382
2,0,0,46.902,211,47,203694,111979,-1,427864,未知,Call,-78828,1089.4,Documents & Bills,-1,C,Receiver,51.49504401,0.971104554,29.116735,0.981527097,517.88,658.2910158190081,0,0,4,1,0,0.5246190563612998,2,335.2251025056948,311.71078125,1.523437465820609,合理诉求,0,87.37310953002381,113.21792517613288,152.04705292164903,43.259733174343786,431.108984180992,高风险,294.5294317866882,567.6885365752959,136.57955239430382
2,1,0,0.992,185,147,139632,33762,-1,-21723,未知,Call,-12329,324.68,Miscellaneous Goods,0,B,Consigner,6.433339426,0.995245977,5.549329154,0.982592451,86.26,191.00583275616796,0,0,14,0,0,0.7343230257484291,2,259.8581473214286,276.13313465783665,1.418281149720017,合理诉求,0,67.08099604520278,79.50243617592356,162.99196787148594,102.5456067137995,133.67416724383204,中低风险,0.0,270.25371963813586,136.57955239430382
2,0,0,581.294,142,107,186977,124725,-1,427773,Damage,Vendor Consultation,559500,921.48,Beauty & Daily Essentials,0,C,Unknown,78.84653696,0.949861227,24.72253918,0.927887204,378.38,508.61587987095453,1,6,3,3,5,0.5893779571992881,2,342.5651168224299,317.04852422907487,1.228944127150633,合理诉求,0,87.00476499299955,85.16059949343013,23.23139101462556,2.56606731702194,412.8641201290455,高风险,276.2845677347417,549.4436725233493,136.57955239430382
2,0,0,351.176,8,264,88656,343765,-1,427807,Damage,Call,860483,497.87,Miscellaneous Goods,0,B,Consigner,16.59532585,0.984914742,28.7732245,0.985850409,189.53,233.2998981746058,1,0,14,0,6,0.6193182959407074,2,282.0470533642691,310.10277777777776,0.8784870607459975,合理诉求,0,56.55570054837258,166.74550915330124,2.475025040029556,1.413696560810504,264.5701018253942,中高风险,127.9905494310904,401.1496542196981,136.57955239430382
2,0,0,379.431,100,3,23605,403064,-1,16072,未知,Call,1148435,337.53,Electronic Product,-1,B,Unknown,3.330641114,0.950333233,72.83590044,0.984674463,269.3,149.5935502498306,0,0,6,3,6,0.2021449945190056,2,262.6598440979956,353.96815909090907,0.7917664931654962,合理诉求,0,58.61618670133044,65.20765167527946,29.537708853869024,11.75059531874042,187.93644975016937,中低风险,51.35689735586556,324.5160021444732,136.57955239430382
2,0,0,6.683,179,104,193886,236203,-1,427835,Damage,Call,-58547,108.01,Home Improvement and Building Material,-1,Not Known,Receiver,59.46480862,0.988779385,0.0,0.998000915,3.2,66.7314611360023,1,0,10,1,0,0.9703731136005924,2,314.9283900226758,205.4008314606741,1.5783767114247997,合理诉求,2,65.21791013489069,35.72479172970952,176.37522261505916,14.058310555772486,41.27853886399771,低风险,0.0,177.85809125830153,136.57955239430382
3,1,0,6.534,222,134,188270,332143,1,427862,未知,Internal Software,60041,728.35,Dried Groceries,0,C,Receiver,0.0,0.935076255,0.0,0.937857114,299.57,442.0371159014992,0,2,5,1,2,0.5887004874030342,2,234.50764254385965,202.1543271375465,1.5385217314165192,合理诉求,0,55.22632970407765,38.20912390103084,48.29518894308309,28.23036919009581,286.31288409850083,中高风险,149.733331704197,422.8924364928047,136.57955239430382
2,0,0,79.716,169,246,227346,300000,-1,427864,未知,Call,563673365,793.55,Miscellaneous Goods,0,Staff,Consigner,11.70732154,0.991817324,68.57720375,0.989412917,80.39,703.3796863129003,0,0,14,0,6,0.8986957343582636,2,277.79844097995544,346.0820316027088,7.715007855812899,诉求偏高,1,104.88493512527126,70.33124353354053,89.08350723258485,154.63751533829563,90.17031368709968,低风险,0.0,226.74986608140352,136.57955239430382
2,1,0,10.966,218,63,211449,300000,-1,427864,未知,Vendor Consultation,535942819,1351.28,Dried Groceries,0,C,Consigner,3.372833527,0.963944444,41.00237263,0.954494694,153.02,1184.357465567785,0,6,5,0,6,0.8867592208868629,2,281.3449339207049,319.2254565701559,7.052998988922912,诉求偏高,1,52.07504916011152,59.175760727119226,66.18208104318902,154.63751533829563,166.92253443221497,中低风险,30.34298203791116,303.5020868265188,136.57955239430382
2,0,0,18.332,222,21,191817,443012,-1,427820,未知,Internal Software,706147,278.1,Jewelry,0,C,Consigner,16.58739272,0.941049078,16.83707014,0.919145514,23.78,154.03414896035764,0,2,12,0,6,0.9144911902193454,2,298.27488372093023,296.8075570776256,1.231624361725513,合理诉求,1,55.22632970407765,27.816800576740565,28.438371694391805,6.693997794814661,124.0658510396424,中低风险,0.0,260.6454034339462,136.57955239430382
2,0,0,0.208,3,88,183507,360325,-1,-126797,Damage,Call,-53695,672.99,Beauty & Daily Essentials,-1,B,Consigner,12.87986741,0.922300489,13.6666584,0.992891814,101.81,392.68219811914287,1,0,3,0,0,0.8487198918260301,2,272.02233409610983,275.3200457665904,1.395916485407171,合理诉求,1,41.18257094143706,88.2487524010825,283.9194192925737,204.7520494493918,280.30780188085714,中高风险,143.72824948655332,416.887354275161,136.57955239430382
2,0,0,4.432,158,268,227346,300000,1,427864,未知,Internal Software,449649704,4644.09,Jewelry,0,C,Consigner,0.0,0.919412339,4.464567734,0.944320245,1165.82,3615.419294077039,0,2,12,0,6,0.7489669666177874,2,231.2032466063349,260.77156950672645,3.511238372889615,合理诉求,0,147.68774291997264,116.47927801105357,89.08350723258485,154.63751533829563,1028.6707059229611,高风险,892.0911535286573,1165.250258317265,136.57955239430382
2,1,0,732.817,9,221,183889,300000,1,395194,Pickup Error,Internal Software,746015310,1952.89,Appliances,-1,Not Known,Receiver,64.96633123,0.929463121,107.8201219,0.996750501,177.53,1610.9373371750046,4,2,2,1,6,0.9090937021542432,2,342.5651168224299,433.8183518930958,4.697258577627799,合理诉求,1,162.15563020670038,119.28736273067376,84.40978101154276,154.63751533829563,341.9526628249955,中高风险,205.3731104306917,478.53221521929936,136.57955239430382
2,0,0,57.849,268,20,49248,279068,1,427784,未知,Call,269477,3872.47,Home Improvement and Building Material,-1,B,Consigner,8.98609554,0.936448374,64.11221374,0.991533028,1495.84,2483.225924558071,0,0,10,0,5,0.6137245737216815,2,250.2736902050113,353.6351434878587,1.7861798287244681,合理诉求,0,95.56107424090683,38.43761603960235,142.93154143316792,26.370488084120225,1389.2440754419288,高风险,1252.664523047625,1525.8236278362326,136.57955239430382
2,1,0,82.906,0,44,227346,335841,-1,427788,Damage,Call,-56518,534.0,Miscellaneous Goods,-1,C,Consigner,8.665983027,0.985528881,5.154704755,0.928600685,79.21,334.0869471866482,1,0,14,0,0,0.8516666666666667,2,253.31512249443207,260.77156950672645,1.6628434166346326,合理诉求,1,59.08910110031514,14.256268018925336,89.08350723258485,7.240548346466642,199.91305281335175,中低风险,63.333500419047965,336.49260520765563,136.57955239430382
2,0,0,4.402,268,299,227346,343707,-1,153578,未知,Call,3377774,741.43,Hardware,0,B,Consigner,36.57337263,0.891304597,24.34923328,0.983196228,125.88,466.97518024797205,0,0,9,0,6,0.8302199803083231,2,318.8163908045977,335.7952115812917,1.6952877450768735,合理诉求,1,95.56107424090683,101.14298278309828,89.08350723258485,75.86466834321537,274.4548197520279,中高风险,137.87526735772408,411.03437214633175,136.57955239430382
2,0,0,85.003,187,1,141327,208910,-1,427862,未知,Call,217901,1016.61,Dried Groceries,-1,B,Receiver,20.7540641,0.997857658,12.08534054,0.99764079,332.53,599.5213474442762,0,0,5,1,4,0.6729030798437946,2,263.94968397291194,274.2503090507726,1.4339574723673483,合理诉求,0,57.09651545074001,65.76028831767645,25.70972347850832,55.3279203171137,417.0886525557238,高风险,280.50910016141995,553.6682049500276,136.57955239430382
2,0,0,483.088,1,100,161838,397432,-1,427837,Damage,Internal Software,-81404,1355.68,Miscellaneous Goods,-1,B,Receiver,13.14114741,0.999949489,84.44053123,0.968684091,446.65,770.6842890251105,1,2,14,1,0,0.6705343443880561,2,267.9104805491991,370.4103404255319,1.3151705287108066,合理诉求,0,70.73600184832473,100.83157501778813,2.8737773581882498,141.58683481935716,584.9957109748896,高风险,448.4161585805857,721.5752633691934,136.57955239430382
2,0,0,55.606,132,187,193886,213803,-1,37780,未知,Internal Software,591449,164.76,Furniture,0,B,Consigner,63.04776686,0.845755463,0.0,0.935564651,27.8,80.30272934655554,0,2,8,0,5,0.8312697256615683,2,307.8155714285714,202.1543271375465,0.939682823152729,合理诉求,0,58.50478543136322,67.73202556024641,176.37522261505916,2.9106455146097585,84.45727065344445,低风险,0.0,221.03682304774827,136.57955239430382
2,1,0,361.577,244,178,25845,334004,-1,427856,未知,Call,-69289,280.06,Miscellaneous Goods,0,C,Receiver,0.977057257,0.994235426,0.0,0.9902494,187.18,124.71696188386616,0,0,14,1,0,0.3316432193101478,2,245.51675496688745,203.0566087613293,0.7977135623475899,合理诉求,0,74.17789253563762,81.0676732915042,12.239118956310264,65.45316734901957,155.34303811613384,中低风险,18.763485721830023,291.92259051043766,136.57955239430382
2,0,0,67.464,38,257,183889,300000,-1,426939,Pickup Error,Call,938823679,3221.29,Miscellaneous Goods,0,C,Unknown,27.71754159,0.925718885,13.13853507,0.974889437,611.02,2530.428593699954,4,0,14,3,6,0.8103182265489912,2,295.5821266968326,268.2698901098901,3.657421227225616,合理诉求,0,91.36446142047032,147.01131690079842,84.40978101154276,154.63751533829563,690.8614063000458,高风险,554.281853905742,827.4409586943497,136.57955239430382
2,1,1,55.988,145,277,67309,170037,-1,427800,未知,Call,225552,358.31,Furniture,0,C,Receiver,16.40115874,0.998318292,31.09249566,0.984131753,51.07,189.6381757984328,0,0,8,1,4,0.857469788730429,2,282.0470533642691,329.1931956521739,1.117676294757967,合理诉求,1,64.5653285643816,111.93801044034473,20.613392243810804,6.286955011419543,168.6718242015672,中低风险,32.09227180726339,305.251376595871,136.57955239430382
1,0,0,160.152,219,152,178853,288133,-1,427304,Pickup Error,Internal Software,-39901,1157.02,Miscellaneous Goods,-1,B,Consigner,44.8767345,0.9997682,0.0,0.86760566,257.39,711.4445195501172,4,2,14,0,0,0.7775405783823962,2,352.05103896103896,202.1543271375465,1.593111468711636,合理诉求,0,131.60092233094156,62.07330197223053,272.58764013557743,26.84439635944057,445.5754804498828,高风险,308.99592805557904,582.1550328441866,136.57955239430382
2,1,0,382.508,11,132,189104,224339,-1,2187,Damage,Internal Software,795107,239.57,Miscellaneous Goods,-1,B,Consigner,42.5326245,0.994574214,17.35615843,0.984867193,208.79,101.26612491655865,1,2,14,0,6,0.1284801936803439,2,328.3355605381166,314.3277728285078,0.7269440627972586,合理诉求,0,40.256100869141086,49.82490688549303,0.6246805803268771,42.40274060996242,138.30387508344134,中低风险,1.724322689137523,274.8834274777452,136.57955239430382
2,0,0,2.747,199,184,201613,337130,-1,427804,Pickup Error,Call,-3529,182.99,Pharmaceuticals,-1,Not Known,Staff,63.34065007,0.990353114,3.001741148,0.883276689,182.51,100.29252191825348,4,0,15,2,0,0.0026230941581508,2,338.9803393665158,242.46427917620136,1.1982741202823188,合理诉求,0,76.4273101312096,162.14376849393665,74.27064070677778,18.66054826908104,82.69747808174652,低风险,0.0,219.2770304760504,136.57955239430382
2,0,0,4.133,2,1,199261,149961,-1,427864,未知,Call,1727221,504.96,Dried Groceries,-1,B,Consigner,0.493078073,0.958910448,0.0,0.92701037,67.6,310.20147758632856,0,0,5,0,6,0.8661280101394171,2,240.51343115124152,205.4008314606741,1.5846128881726,合理诉求,1,62.84702059293448,65.76028831767645,100.94049026090242,27.25205062252376,194.75852241367144,中低风险,58.178970019367625,331.33807480797526,136.57955239430382
2,0,0,365.856,100,178,121260,278632,-1,427721,未知,Call,6882,814.73,Dried Groceries,0,C,Consigner,24.13409637,0.992456321,9.228951458,0.996072506,209.56,459.2589208827487,0,0,5,0,2,0.7427859536288096,2,320.29383219954644,266.1820787746171,1.288348333951906,合理诉求,0,58.61618670133044,81.0676732915042,57.97964102383827,50.31783173482777,355.4710791172513,中高风险,218.89152672294748,492.0506315115552,136.57955239430382
2,0,0,23.266,222,130,110611,171627,-1,-87812,未知,Mini Program,449180,189.23,Hardware,-1,B,Unknown,3.624222544,0.985209453,8.884044444,0.985883715,183.57,99.00671511340731,0,4,9,3,5,0.0299106906938645,2,281.3449339207049,269.37060324825984,1.085322845329357,合理诉求,0,55.22632970407765,38.08320653997166,7.798153795433941,11.00208570076519,90.22328488659268,低风险,0.0,226.80283728089648,136.57955239430382
2,0,0,924.609,0,3,221298,137554,-1,427841,未知,Internal Software,616592,214.76,Dried Groceries,0,C,Consigner,26.67591178,0.986540807,32.62032985,0.959639526,189.66,104.71143775849629,0,2,5,0,6,0.1168746507729558,2,305.00610738255034,323.6829864253394,0.942933754790758,合理诉求,0,59.08910110031514,65.20765167527946,35.53886666688853,1.6582745260991518,110.0485622415037,低风险,0.0,246.62811463580752,136.57955239430382
3,0,0,0.346,147,110,224001,209130,-1,-38653,Pickup Error,Vendor Consultation,-26247,133.83,Pharmaceuticals,-1,C,Unknown,5.634533858,0.939850088,12.62820275,0.999624449,53.35,77.17849450810668,4,6,15,3,0,0.6013599342449377,2,278.26538975501114,268.2698901098901,1.3387073563752665,合理诉求,0,45.83847357639391,59.553836474951126,41.39533561724088,50.89634873398915,56.65150549189333,低风险,0.0,193.2310578861972,136.57955239430382
2,0,0,4.272,3,187,196651,25021,-1,427862,未知,Call,113600,1084.24,Household Goods,0,Not Known,Consigner,5.271667435,0.879497779,6.724881768,0.990479134,265.7,685.5048029841416,0,0,11,0,3,0.7549435549324872,2,270.214055944056,286.6511990950226,1.7148972822549478,合理诉求,0,41.18257094143706,67.73202556024641,103.11702966883053,156.96494288422429,398.7351970158584,高风险,262.15564462155464,535.3147494101622,136.57955239430382
