线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded
2,0,0,4.641,271,125,227346,255057,-1,427862,未知,Call,970090,690.1,Electronic Product,0,Not Known,Receiver,22.23419308,0.98653586,39.34108349,0.957770307,168.4,521.7,0,0,6,1,6,3.0979809974407373,2,304.66995485327317,317.36376106194695
2,0,0,8.954,115,2,197143,78082,-1,427863,Pickup Error,Call,-81840,1681.67,Miscellaneous Goods,-1,C,Receiver,22.07280891,0.99775738,74.00771992,0.966082755,475.74,1205.93,4,0,14,1,0,2.5348509689634073,2,320.29383219954644,366.23424593967513
2,0,0,4.477,55,1,19561,51358,-1,98695,Pickup Error,Internal Software,-66559,313.42,Miscellaneous Goods,-1,B,Consigner,0.0,0.953210944,0.0,0.996291752,70.21,243.21000000000004,4,2,14,0,0,3.464036461549063,2,231.20324660633486,203.0566087613293
2,0,0,0.0,3,106,211831,77669,-1,427864,未知,Internal Software,-82032,236.4,Dried Groceries,-1,C,Consigner,26.82168903,0.996954879,13.82404436,0.925834135,147.22,89.18,0,2,5,0,0,0.605760086903562,2,295.5821266968326,275.3200457665904
2,0,0,1027.771,178,34,147363,300000,-1,427848,Suspected Lost,Call,203635327,873.16,Beauty & Daily Essentials,0,C,Consigner,1.223159173,0.988651567,3.772143737,0.977528277,94.72,778.4399999999999,6,0,3,0,6,8.218327701835058,2,245.51171296296295,256.80997797356827
2,0,0,0.0,160,50,145122,172995,-1,21499,未知,Vendor Consultation,-81785,120.12,Maternity & Baby Products,-1,C,Receiver,0.0,0.983241048,0.0,0.985653612,85.36,34.760000000000005,0,6,13,1,0,0.40721649479765515,2,232.9513195201745,205.40083146067414
2,1,0,0.0,42,14,119189,399875,-1,427852,Pickup Error,Internal Software,-24860,475.87,Home Improvement and Building Material,0,C,Consigner,21.04602132,0.973446996,10.91922259,0.998113064,216.95,258.92,4,2,10,0,0,1.1934547130125166,2,320.4258389261745,286.16632158590306
2,1,0,810.136,2,99,183889,15885,-1,427795,Pickup Error,Complaint,645785,267.88,Alcohol,0,B,Receiver,147.4600891,0.981801029,69.63660006,0.99948956,59.31,208.57,4,1,0,1,6,3.5166076541027467,2,380.5321590909091,346.0820316027088
2,0,0,168.938,278,98,193886,22110,-1,46950,Pickup Error,Call,-77139,887.33,Alcohol,0,C,Consigner,12.37336986,0.999730374,7.198750572,0.846730012,137.52,749.8100000000001,4,0,0,0,0,5.45237056388508,2,272.02233409610983,285.8858536585366
2,0,0,227.459,193,268,190005,277901,-1,427845,未知,Vendor Consultation,-10328,1512.12,Miscellaneous Goods,0,B,Consigner,60.23219902,0.98207322,93.8244064,0.959724704,325.9,1186.2199999999998,0,6,14,0,0,3.6398281680380533,2,313.9089870689655,372.08395089285716
2,1,0,0.0,175,235,112955,164856,-1,10165,Pickup Error,Call,-82027,606.56,Appliances,-1,B,Unknown,4.74802872,0.999845893,0.0,0.994548699,62.57,543.9899999999999,4,0,2,3,0,8.694102603692805,2,278.26538975501114,205.40083146067414
2,0,1,20.352,253,102,165246,45752,1,427815,Pickup Error,Call,234364,415.45,Fresh,-1,C,Receiver,3.590864431,0.9710549,5.293342926,0.886786781,147.75,267.7,4,0,7,1,4,1.8118443315186568,0,262.6598440979956,261.6746428571429
2,0,0,84.363,211,243,205525,321183,-1,427805,未知,Call,69922,260.72,Dried Groceries,0,C,Receiver,1.141813795,0.989674817,5.480845573,0.871271558,47.96,212.76000000000002,0,0,5,1,2,4.436196829767265,2,245.51171296296295,276.13313465783665
2,1,0,130.619,88,308,15877,454450,-1,427804,Damage,Mini Program,-81192,424.51,Beauty & Daily Essentials,-1,C,Receiver,70.21908475,0.976146026,3.752612138,0.978849236,109.75,314.76,1,4,3,1,0,2.867972664886745,2,333.45300000000003,241.10457274826788
2,0,0,273.857,25,55,227346,300000,-1,-152409,Damage,Internal Software,393323164,1394.68,"Apparel, Footwear & Accessories",-1,B,Consigner,212.4418427,0.99851982,0.237254476,0.966372138,150.87,1243.81,1,2,1,0,6,8.24425001602411,2,380.5321590909091,203.0566087613293
2,0,0,0.0,217,0,135632,218322,-1,427863,Pickup Error,Internal Software,648423,203.18,Household Goods,0,C,Receiver,8.633049964,0.967108284,8.447289561,0.990937453,127.81,75.37,4,2,11,1,6,0.5897034660363272,2,250.27369020501138,271.43254988913526
2,0,0,245.045,27,34,143044,300000,-1,427864,Pickup Error,Call,581010849,2657.53,Dried Groceries,-1,C,Consigner,31.81513703,0.997567706,71.70777982,0.991868494,585.42,2072.11,4,0,5,0,6,3.5395271770089933,2,335.8718322295806,366.23424593967513
2,0,0,100.613,151,55,154703,156123,-1,427810,Suspected Lost,Internal Software,696574,1314.07,Appliances,-1,B,Receiver,5.63067408,0.978627671,3.201852769,0.986783123,1028.46,285.6099999999999,6,2,2,1,6,0.2777064737541789,2,272.36691144708425,242.46427917620136
3,0,0,22.156,55,0,171044,392708,-1,427601,未知,Call,107290,303.71,Fresh,-1,C,Consigner,44.23292546,0.970147302,11.19404389,0.966846993,141.97,161.73999999999998,0,0,7,0,3,1.1392547720547117,1,352.05103896103896,286.16632158590306
2,0,0,62.758,132,26,122311,423206,1,427735,Pickup Error,Internal Software,53501,146.83,Beauty & Daily Essentials,-1,B,Receiver,37.2972871,0.986018045,0.857851714,0.879480638,46.08,100.75000000000001,4,2,3,1,2,2.1864149300810736,2,318.8163908045977,249.62091903719912
3,0,1,154.364,146,222,183889,300000,-1,369745,Pickup Error,Call,680532770,1180.1,Dried Groceries,0,B,Consigner,71.89195718,0.996768161,15.24728102,0.977256593,94.94,1085.1599999999999,4,0,5,0,6,11.429955760329687,2,333.45300000000003,287.0893805309734
2,0,0,135.414,257,134,187219,220882,-1,427853,未知,Vendor Consultation,-8174,1286.73,Fresh,-1,B,Consigner,0.0,0.94667235,10.06010695,0.880226892,525.04,761.69,0,6,7,0,0,1.4507275635865702,1,234.50764254385965,269.37060324825984
2,0,0,251.452,137,25,152813,390255,-1,427864,未知,Mini Program,45493,227.53,Jewelry,0,B,Consigner,143.0441868,0.985967063,69.63488597,0.962417993,122.7,104.83,0,4,12,0,2,0.854360228129229,2,380.5321590909091,346.0820316027088
2,1,0,57.961,4,106,183889,326836,-1,427854,未知,Vendor Consultation,443615,308.88,Alcohol,1,C,Consigner,0.0,0.93831937,0.0,0.987955575,166.47,142.41,0,6,0,0,5,0.8554694539042789,2,231.20324660633486,203.0566087613293
2,0,0,231.317,179,31,46790,243170,-1,427789,未知,Internal Software,-82017,1003.17,Jewelry,-1,C,Consigner,2.443152176,0.972820633,0.251700383,0.963768879,478.23,524.9399999999999,0,2,12,0,0,1.097672667940161,2,260.9699097065463,201.40018504811252
5,1,0,38.641,129,146,227346,376470,-1,-55406,Damage,Call,-59600,430.02,Miscellaneous Goods,0,C,Receiver,50.84751938,0.947550649,56.38766766,0.978514934,288.28,141.74,1,0,14,1,0,0.4916747606323133,2,352.01026666666667,367.7097959183673
2,0,0,17.493,0,8,57101,161329,-1,427857,未知,Call,146629,160.36,Furniture,-1,B,Consigner,7.561880434,0.986727311,9.902099972,0.934539693,120.17,40.19000000000001,0,0,8,0,3,0.3344428725693233,2,261.34627232142856,269.37060324825984
2,0,0,13.182,2,90,124141,300967,-1,427863,未知,Call,54410,229.04,Electronic Product,0,C,Consigner,5.066436517,0.937453952,0.885113172,0.981913323,92.15,136.89,0,0,6,0,2,1.4855127507883328,2,270.21405594405593,259.16695852534565
6,0,0,243.386,179,110,205945,45911,-1,427862,未知,Call,503492,699.41,Fresh,-1,B,Consigner,18.50877933,0.955056832,0.0,0.884135795,96.68,602.73,0,0,7,0,5,6.23427802997163,1,261.6036363636364,203.0566087613293
2,0,0,350.01,247,25,183889,345985,-1,427792,未知,Vendor Consultation,26403,2099.25,"Apparel, Footwear & Accessories",-1,C,Consigner,33.74200829,0.981820635,20.39930457,0.963073056,723.74,1375.51,0,6,1,0,2,1.9005582114861612,2,319.19109619686805,320.4072991071429
3,1,0,323.704,27,187,176522,232407,-1,427714,Pickup Error,Call,-37101,809.5,Miscellaneous Goods,0,B,Consigner,1.565327411,0.997130699,57.73225308,0.991413218,463.09,346.41,4,0,14,0,0,0.7480403377151734,2,254.24613122171945,368.0050669642857
2,1,0,230.28,178,125,227346,300000,-1,427864,未知,Vendor Consultation,675855226,1627.16,Household Goods,-1,B,Unknown,31.04219128,0.982661125,3.272222241,0.952039501,145.99,1481.17,0,6,11,3,6,10.145694909915356,2,324.0455333333333,241.8091169977925
2,0,0,57.515,110,179,187006,253232,1,427863,Suspected Lost,Call,48535,721.89,Appliances,0,C,Consigner,0.391661006,0.996328639,9.656618017,0.954413743,613.9,107.99000000000001,6,0,2,0,2,0.1759081283568023,2,245.51171296296295,266.1820787746171
2,0,0,0.0,31,3,161906,99224,-1,427740,Suspected Lost,Call,171175,635.93,Documents & Bills,-1,C,Staff,0.201923591,0.984010508,0.0,0.997855311,388.41,247.51999999999992,6,0,4,2,3,0.6372647459994008,2,240.5930162412993,210.74114498141265
2,1,0,32.35,192,160,13649,121033,-1,-18330,Damage,Vendor Consultation,560410,282.96,Dried Groceries,0,B,Consigner,31.27331252,0.818764272,10.57422797,0.887599213,40.08,242.88,1,6,5,0,5,6.059880238009012,2,335.8718322295806,266.1820787746171
2,0,0,31.244,187,275,184430,80241,-1,427809,Suspected Lost,Call,-11721,138.04,Pharmaceuticals,-1,C,Consigner,0.0,0.991942982,1.47508068,0.998052702,28.52,109.52,6,0,15,0,0,3.8401122006170714,2,231.20324660633486,249.62091903719912
5,0,0,266.528,125,179,227346,177998,-1,-4839,Damage,Call,1445673,394.33,Pharmaceuticals,1,B,Consigner,85.86808695,0.955313043,88.88409973,0.988191625,378.89,15.439999999999998,1,0,15,0,6,0.04075061363348859,2,358.28946902654866,370.4103404255319
2,0,0,19.018,178,125,227346,209814,-1,427864,未知,Internal Software,1057847,935.9,Miscellaneous Goods,-1,B,Receiver,44.24747544,0.994290485,3.393073399,0.881854893,587.93,347.97,0,2,14,1,6,0.5918561733439041,2,335.2251025056948,241.8091169977925
2,1,0,23.513,1,1,21593,207427,-1,-98596,未知,Internal Software,-82020,224.97,Hardware,0,C,Consigner,0.0,0.9875592,0.0,0.946943796,65.52,159.45,0,2,9,0,0,2.433608058236629,2,234.3825083986562,201.40018504811252
5,0,0,329.995,13,211,206818,278627,-1,427825,未知,Call,422557,347.17,Documents & Bills,0,C,Consigner,5.493592509,0.984406989,15.93247051,0.990076073,213.34,133.83,0,0,4,0,5,0.6273085215792956,2,278.26538975501114,275.3200457665904
3,1,0,0.0,107,13,184292,306972,-1,-75931,Pickup Error,Call,-52997,285.62,Hardware,-1,C,Consigner,0.021967974,0.980654186,7.415024493,0.998996733,159.75,125.87,4,0,9,0,0,0.7879186227988784,2,232.9513195201745,285.8858536585366
2,0,0,22.613,132,29,198056,251235,-1,67707,Suspected Lost,Internal Software,1444090,101.27,Miscellaneous Goods,-1,B,Consigner,3.986890614,0.913431173,19.35317109,0.990595873,92.93,8.33999999999999,6,2,14,0,6,0.0897449693220977,2,269.58882483370286,314.3277728285078
2,0,0,8.494,140,79,212781,300000,-1,427864,未知,Call,135597617,1184.51,Dried Groceries,-1,B,Consigner,6.532272353,0.999110181,2.160945699,0.93599876,151.8,1032.71,0,0,5,0,6,6.8030961787349735,2,261.34627232142856,245.60125827814568
2,0,0,130.5,89,108,30691,261188,-1,427830,Pickup Error,Internal Software,151559,176.34,Appliances,0,B,Consigner,28.88554308,0.944278821,23.48938696,0.995529994,97.59,78.75,4,2,2,0,3,0.8069474330559537,2,295.5821266968326,327.8663377192982
2,0,0,7.164,135,143,81314,2626,-1,-52010,未知,Call,14618,218.81,Household Goods,0,C,Consigner,1.479214748,0.999321616,3.311098051,0.929710246,16.09,202.72,0,0,11,0,2,12.599129886513902,2,254.24613122171945,241.10457274826788
2,0,0,286.97,137,37,4459,410716,-1,427849,未知,Mini Program,-30623,577.25,Miscellaneous Goods,0,B,Consigner,8.882866554,0.981369837,51.63918313,0.972365194,229.93,347.32,0,4,14,0,0,1.510546688056776,2,253.6208830022075,359.5141019955654
2,0,0,100.104,246,5,17584,243809,-1,427863,Pickup Error,Vendor Consultation,1158559,1261.13,Jewelry,0,B,Receiver,11.79268283,0.99448787,0.0,0.9275736,522.2,738.9300000000001,4,6,12,1,6,1.415032554549693,2,275.0112253829322,210.74114498141265
2,0,0,32.942,178,127,163325,431686,-1,427860,Suspected Lost,Call,-63784,514.75,Home Improvement and Building Material,0,B,Unknown,7.595967742,0.999017964,30.75902693,0.93549558,242.28,272.47,6,0,10,3,0,1.1246078916491413,2,266.89086363636363,326.47143167028196
2,0,0,196.473,218,253,72352,41229,1,-125825,Pickup Error,Vendor Consultation,1916142,783.41,Alcohol,-1,B,Consigner,0.0,0.982173662,13.38843121,0.978198972,237.68,545.73,4,6,0,0,6,2.2960703465880146,2,240.5930162412993,274.2503090507726
2,0,0,352.225,116,129,141670,90173,-1,427794,Damage,Internal Software,331763,475.69,Miscellaneous Goods,0,C,Consigner,19.03574621,0.945902712,20.13654244,0.984849994,333.69,142.0,1,2,14,0,5,0.4255446671933368,2,263.94968397291194,320.4072991071429
2,0,0,292.773,179,112,172274,154824,-1,427863,Damage,Call,3255186,1112.56,Dried Groceries,0,B,Receiver,87.15958266,0.978610835,12.75411252,0.974786014,536.94,575.6199999999999,1,0,5,1,6,1.072037844059447,2,372.19349344978167,291.00650234741784
2,1,0,6.968,38,0,97015,139623,-1,-68555,Pickup Error,Call,46424,1114.18,Miscellaneous Goods,0,B,Unknown,63.56510318,0.798804661,41.48221483,0.997528255,270.04,844.1400000000001,4,0,14,3,2,3.125981335982596,2,342.5651168224299,325.4023214285714
2,1,1,20.267,89,3,14084,353571,-1,427859,未知,Call,-24891,631.9,Dried Groceries,0,C,Consigner,14.60696674,0.978665699,33.10597856,0.885431657,138.27,493.63,0,0,5,0,0,3.570044116325302,2,298.27488372093023,326.47143167028196
2,0,0,1412.962,13,100,227346,300000,-1,427864,未知,Call,314018234,4263.18,Household Goods,0,B,Receiver,39.41333796,0.943380734,9.524525337,0.976379916,816.0,3447.1800000000003,0,0,11,1,6,4.224485294065877,2,328.3355605381166,266.1820787746171
2,0,0,198.844,2,100,82622,455588,-1,-5732,未知,Internal Software,1031664,181.08,Miscellaneous Goods,1,B,Consigner,16.60470158,0.997150045,16.31457949,0.920911982,79.36,101.72000000000001,0,2,14,0,6,1.2817540320965535,2,282.20390928725703,287.43478651685393
2,1,0,14.948,102,107,227346,19087,-1,427844,未知,Call,637597,647.52,Dried Groceries,0,C,Unknown,4.065824738,0.987511414,0.805313948,0.965948036,87.0,560.52,0,0,5,3,6,6.4427586199491085,2,260.07479820627805,249.62091903719912
2,0,0,45.389,151,132,108804,356984,-1,427864,Suspected Lost,Call,621882,464.31,Miscellaneous Goods,-1,B,Receiver,13.88420271,0.985204175,31.10327687,0.991864115,245.75,218.56,6,0,14,1,6,0.8893591047450922,2,285.9059367945824,328.78531963470317
1,0,0,48.942,242,174,28913,336205,-1,427849,Pickup Error,Call,182010,268.83,Fresh,0,C,Receiver,34.41595104,0.999651033,11.79146423,0.993299591,145.68,123.14999999999998,4,0,7,1,4,0.8453459636981501,1,324.8530396475771,281.7043973214286
2,0,0,290.076,12,221,227346,300000,1,376324,Pickup Error,Call,158465357,1289.57,Household Goods,0,B,Consigner,1.07854917,0.907325419,23.63959618,0.97324883,112.54,1177.03,4,0,11,0,6,10.458770214105316,2,240.51343115124152,327.8663377192982
2,1,0,503.831,93,91,138451,218409,-1,427837,Pickup Error,Call,17849,811.11,Dried Groceries,0,C,Consigner,0.0,0.995579369,0.0,0.994761588,146.08,665.03,4,0,5,0,2,4.552505476139614,2,234.3825083986562,201.40018504811252
2,0,0,4.99,222,179,183889,336474,-1,-83758,Pickup Error,Call,1212804,315.28,Jewelry,-1,C,Receiver,41.54991804,0.943140426,9.752055656,0.93117833,82.49,232.78999999999996,4,0,12,1,6,2.822039034692443,2,318.4882365591398,280.71926339285716
5,0,0,9.644,249,29,227346,308513,-1,427861,未知,Mini Program,123790,751.39,Documents & Bills,0,B,Receiver,11.94310757,0.968814828,3.553084803,0.926346757,550.07,201.31999999999994,0,4,4,1,3,0.36598978311185854,2,267.9104805491991,241.10457274826788
2,1,0,88.637,164,13,212632,361836,-1,427688,未知,Internal Software,231250,959.91,Miscellaneous Goods,-1,C,Receiver,0.315651564,0.993440593,3.230841129,0.984545136,281.66,678.25,0,2,14,1,4,2.408045160746714,2,245.51171296296295,256.80997797356827
2,0,0,44.458,318,145,116485,145462,-1,427819,Damage,Vendor Consultation,1237894,512.3,Jewelry,0,B,Consigner,10.33704821,0.964186744,3.822356201,0.987364997,297.74,214.55999999999995,1,6,12,0,6,0.7206287364572904,2,256.57645454545457,242.46427917620136
2,1,0,2.688,147,0,42420,195822,-1,-141818,未知,Mini Program,1080550,609.07,Hardware,0,B,Receiver,0.112542048,0.989233629,45.59196129,0.893772599,285.79,323.28000000000003,0,4,9,1,6,1.1311802371975512,2,234.3825083986562,359.5141019955654
2,1,0,95.162,278,120,68300,231166,-1,427854,未知,Call,724385,152.9,Pharmaceuticals,-1,C,Consigner,2.937403858,0.965870499,2.90282115,0.995591598,9.24,143.66,0,0,15,0,6,15.547619030792617,2,260.07479820627805,245.12169230769229
2,0,0,11.552,365,164,183994,173444,-1,427810,未知,Call,499430,100.1,Fresh,-1,B,Receiver,7.258049525,0.999901927,6.086587016,0.966444666,7.51,92.58999999999999,0,0,7,1,5,12.328894790507462,1,266.89086363636363,260.77156950672645
2,0,0,5.906,222,13,181294,362390,-1,427696,未知,Internal Software,92280,403.2,Electronic Product,0,C,Unknown,23.32389504,0.994857058,0.0,0.985700185,363.9,39.30000000000001,0,2,6,3,3,0.10799670238779897,2,315.07662895927604,203.0566087613293
3,0,0,442.455,136,276,220246,105238,-1,427860,未知,Call,4184520,113.41,Appliances,-1,Not Known,Consigner,23.88713838,0.959220736,1.887494236,0.950993365,12.3,101.11,0,0,2,0,6,8.22032519656884,2,320.29383219954644,237.6909409190372
2,0,0,28.395,88,3,43459,282169,-1,427859,Suspected Lost,Mini Program,652614,1413.53,Alcohol,0,B,Consigner,7.137605934,0.919717717,9.151798072,0.984833991,432.49,981.04,6,4,0,0,6,2.268353025451031,2,266.89086363636363,276.2683820224719
2,0,0,57.273,337,253,79412,312000,-1,427854,Suspected Lost,Call,51873,410.58,Dried Groceries,-1,B,Consigner,33.87463915,0.963325149,27.79109905,0.988256292,58.87,351.71,6,0,5,0,2,5.974350262277161,2,324.8530396475771,310.9002546296296
2,0,0,1219.726,110,178,49120,204475,-1,50731,未知,Internal Software,296978,490.53,Miscellaneous Goods,0,B,Receiver,11.1638946,0.98961162,13.99814263,0.881754086,442.14,48.389999999999986,0,2,14,1,5,0.10944497217828185,2,267.9104805491991,287.0893805309734
2,1,0,25.033,55,37,183889,431707,-1,76548,Pickup Error,Call,201740,364.77,Maternity & Baby Products,0,B,Consigner,0.310144331,0.890479127,1.942823083,0.880852138,127.58,237.19,4,0,13,0,4,1.8591472016100372,2,245.51675496688742,249.08704595185995
2,0,0,62.774,187,344,148858,243623,-1,-123886,Damage,Call,2178,103.92,Electronic Product,0,B,Consigner,73.99411133,0.95774652,39.92789116,0.999828515,58.29,45.63,1,0,6,0,2,0.7828100873592709,2,334.46513157894736,323.71263392857145
2,0,0,1137.212,278,43,226705,9736,-1,-30361,Damage,Call,703297,674.61,Dried Groceries,0,Not Known,Consigner,74.92795212,0.910094644,110.7974179,0.962937736,612.97,61.639999999999986,1,0,5,0,6,0.10055957061356084,2,327.91839912280705,413.0610297482838
2,0,0,123.154,129,4,227346,300000,-1,427864,Pickup Error,Call,717970232,838.87,Beauty & Daily Essentials,-1,B,Consigner,81.46973725,0.996458863,0.0,0.91289656,52.56,786.31,4,0,3,0,6,14.960235918006042,2,378.5232175925926,210.74114498141265
5,0,0,8.076,246,222,99763,406801,-1,427864,未知,Call,839762,406.54,Pharmaceuticals,-1,C,Consigner,1.737646033,0.996432293,9.544785602,0.848076709,322.34,84.20000000000005,0,0,15,0,6,0.26121486628214896,2,258.0287111111111,276.2683820224719
2,0,0,443.263,114,194,161906,8174,1,427852,Pickup Error,Call,44979,227.21,Miscellaneous Goods,1,B,Receiver,17.59154966,0.998903582,3.53085226,0.988673176,152.39,74.82000000000002,4,0,14,1,2,0.490977098202574,2,255.68091503267974,256.80997797356827
2,0,0,7.932,1,2,227346,245982,-1,427862,未知,Call,2163677,143.73,Miscellaneous Goods,0,C,Consigner,0.0,0.973469885,0.0,0.968678651,30.65,113.07999999999998,0,0,14,0,6,3.6893964098892664,2,240.5930162412993,210.74114498141265
2,0,0,286.709,192,270,38326,177796,-1,76944,Pickup Error,Call,-76279,136.8,Pharmaceuticals,-1,B,Consigner,0.65493029,0.857574259,28.30604202,0.975540049,75.21,61.59000000000002,4,0,15,0,0,0.8189070601224698,2,245.51675496688742,310.9002546296296
6,0,0,0.0,38,99,72352,256304,-1,427823,Suspected Lost,Internal Software,-57955,137.35,Appliances,0,C,Consigner,4.177022221,0.990905493,0.0,0.748651336,59.66,77.69,6,2,2,0,0,1.3022125374954387,2,278.26538975501114,205.40083146067414
2,0,0,390.75,156,0,173420,377606,1,427803,未知,Internal Software,1927769,2138.77,Miscellaneous Goods,0,B,Receiver,68.15031545,0.993256072,23.89134038,0.990913053,545.06,1593.71,0,2,14,1,6,2.923916632977582,2,342.5651168224299,317.04852422907487
5,0,0,57.968,222,143,68559,428024,-1,427854,未知,Call,-40796,168.11,Documents & Bills,-1,B,Consigner,0.0,0.990183007,23.08366787,0.959679431,83.57,84.54000000000002,0,0,4,0,0,1.0116070358966611,2,234.3825083986562,317.04852422907487
2,1,0,251.141,48,158,181103,239092,-1,427822,Damage,Internal Software,-44569,158.74,Fresh,-1,Not Known,Consigner,78.18312021,0.975575555,8.749721636,0.908328131,90.29,68.45,1,2,7,0,0,0.7581127477286397,1,338.9803393665158,280.71926339285716
2,0,0,6.497,269,145,19565,110169,-1,65758,Pickup Error,Call,-65360,1300.82,Hardware,0,C,Unknown,77.28295617,0.995254863,8.92808118,0.996819541,425.46,875.3599999999999,4,0,9,3,0,2.0574437079382917,2,334.46513157894736,276.2683820224719
2,1,0,175.226,365,275,204806,251270,-1,-203998,Pickup Error,Mini Program,-17274,152.41,Alcohol,0,C,Consigner,0.490826792,0.977335836,0.613864396,0.991928575,72.38,80.03,4,4,0,0,0,1.1056921800075032,2,247.54199999999997,250.28380733944957
2,0,0,1011.252,142,38,183889,118350,-1,427785,Pickup Error,Call,-64234,435.02,Miscellaneous Goods,-1,C,Receiver,22.96649241,0.981775151,15.61250941,0.975184273,212.44,222.57999999999998,4,0,14,1,0,1.0477311240327747,2,313.76289760348584,275.3200457665904
2,0,0,57.59,217,151,217196,300755,-1,-43188,Pickup Error,Call,94212,1115.43,Miscellaneous Goods,-1,B,Consigner,83.8596935,0.995875368,8.8301422,0.99034883,412.76,702.6700000000001,4,0,14,0,3,1.702369415599807,2,358.28946902654866,269.37060324825984
2,0,0,110.797,155,243,155010,145316,-1,427863,Pickup Error,Internal Software,-22933,1306.22,Electronic Product,-1,B,Unknown,10.07115883,0.999421006,24.92604283,0.939518518,409.11,897.11,4,2,6,3,0,2.1928332232848664,2,253.31512249443207,335.7952115812917
2,0,0,371.941,309,143,217103,300000,-1,427864,Pickup Error,Call,126786771,1305.04,Appliances,-1,C,Consigner,9.352268327,0.981925999,29.55044221,0.972359095,280.43,1024.61,4,0,2,0,6,3.6537103732249143,2,256.57645454545457,310.10277777777776
2,0,0,92.445,1,179,227346,300000,-1,427864,未知,Internal Software,830186629,822.01,Miscellaneous Goods,0,C,Consigner,0.0,0.99703199,0.589949676,0.942594058,63.36,758.65,0,2,14,0,6,11.973642674877897,2,232.9513195201745,205.40083146067414
2,0,0,506.554,0,135,227037,146299,-1,-31973,Pickup Error,Internal Software,715245,986.24,Hardware,-1,B,Consigner,54.55679733,0.989893253,6.851226959,0.997928956,598.92,387.32000000000005,4,2,9,0,6,0.6466973886220749,2,313.9089870689655,275.80718681318683
2,0,1,692.391,271,239,206062,453555,-1,427790,未知,Vendor Consultation,385347,758.46,Miscellaneous Goods,0,Staff,Consigner,14.22445546,0.994908399,80.18185104,0.999204965,66.07,692.3900000000001,0,6,14,0,5,10.479642801501496,2,286.4287846481877,370.4103404255319
2,1,0,207.626,259,154,224011,79975,-1,209252,Suspected Lost,Internal Software,43240,1788.02,Miscellaneous Goods,0,C,Consigner,67.19540417,0.690487289,60.46304807,0.863360058,1025.7,762.3199999999999,6,2,14,0,2,0.7432192648850227,2,327.91839912280705,353.6351434878587
2,0,0,56.574,129,126,227346,31330,-1,427858,未知,Call,-81110,128.12,Pharmaceuticals,1,B,Consigner,9.832226157,0.955511686,50.50812,0.993329244,68.45,59.67,0,0,15,0,0,0.8717311905227566,2,256.57645454545457,364.60314814814814
2,0,0,544.165,4,187,81314,186622,-1,427719,未知,Call,-60410,312.62,Miscellaneous Goods,-1,B,Receiver,84.47856158,0.962923596,27.09431056,0.994819314,115.78,196.84,0,0,14,1,0,1.70012091883744,2,358.28946902654866,308.9088340807175
5,0,0,110.969,0,132,122730,367413,-1,2570,未知,Internal Software,1282483,100.03,Household Goods,-1,B,Consigner,0.0,0.902690194,0.0,0.999753545,38.03,62.0,0,2,11,0,6,1.6302918744069703,2,234.50764254385965,202.15432713754646
2,0,0,137.954,223,193,183889,145813,-1,427769,未知,Internal Software,-11949,1796.9,Fresh,0,C,Consigner,0.0,0.970939869,1.045725033,0.977602697,562.53,1234.3700000000001,0,2,7,0,0,2.194318525195202,1,240.5930162412993,250.28380733944957
2,0,0,145.292,221,0,220087,104708,-1,-124247,Pickup Error,Call,27865,113.86,Alcohol,0,Staff,Receiver,31.70376828,0.742192592,89.63638389,0.861845745,99.57,14.290000000000006,4,0,0,1,2,0.14351712361720234,2,332.51145833333334,370.4103404255319
2,1,0,268.687,13,152,83182,415174,-1,13326,Pickup Error,Call,-28239,194.1,Furniture,0,B,Consigner,59.11135834,0.979680945,5.085261789,0.978828938,84.32,109.78,4,0,8,0,0,1.3019449713825968,2,310.2664301552106,276.13313465783665
2,0,0,10.132,99,132,227346,207106,-1,127068,Damage,Call,42398,350.71,Miscellaneous Goods,0,Not Known,Consigner,3.907495491,0.875019173,31.30177578,0.978640936,152.74,197.96999999999997,1,0,14,0,2,1.2961241324279082,2,262.6598440979956,328.78531963470317
2,1,0,0.0,164,108,210232,202193,-1,48350,未知,Internal Software,259007,100.67,Miscellaneous Goods,1,B,Receiver,2.809739877,0.98262048,6.90089357,0.983975452,36.67,64.0,0,2,14,1,4,1.7452958817165813,2,262.6598440979956,285.8858536585366
2,0,0,0.0,151,132,227346,385250,-1,427861,未知,Call,291547,483.9,Miscellaneous Goods,0,B,Consigner,29.00484881,0.955612876,29.39600218,0.984615595,165.86,318.03999999999996,0,0,14,0,5,1.9175208005596571,2,299.41616438356164,318.4479782608696
2,1,0,117.101,106,131,122824,398165,-1,96472,Suspected Lost,Internal Software,-79588,122.72,Miscellaneous Goods,-1,C,Receiver,30.72825156,0.978356462,7.93918743,0.896461516,37.88,84.84,6,2,14,1,0,2.239704328870194,2,332.51145833333334,270.95794520547946
