线路类型,是否c2c,是否生鲜妥投及时,保价金额,始发城市,目的城市,寄件人id,收件人id,寄件是否内部,配送超时时长,异常原因,进线渠道,妥投到进线时长,索赔金额,商品类型,新旧程度,寄件B/C,进线人身份,始发网点万单理赔率,始发网点赔付比例,目的网点万单理赔率,目的网点赔付比例,实际赔付金额,理赔差额,异常原因_编码,进线渠道_编码,商品类型_编码,进线人身份_编码,妥投到进线时长_分桶,虚报比例,生鲜妥投组合类别_编码,始发网点类别_target_encoded,目的网点类别_target_encoded,数分位指标,风险标注,风险标注_编码,始发城市_风险特征,目的城市_风险特征,寄件人_风险特征,收件人_风险特征,始发城市_风险标注均值,目的城市_风险标注均值,寄件人_风险标注均值,收件人_风险标注均值
2,0,0,85.005,101,89,227346,136572,-1,427724,Damage,Internal Software,3341483,523.16,Alcohol,0,B,Consigner,74.10130074,0.993838488,2.068746623,0.984776645,207.85,315.30999999999995,1,2,0,0,6,0.6027028060249254,2,338.9803393665158,242.12484633569736,1.5097438352884844,合理诉求,0,69.91744470109131,35.507042473864196,93.95808297694902,37.703065310808746,0.23529411764705882,0.21153846153846154,0.2585987261146497,0.0
5,0,0,265.005,99,99,199261,203984,-1,427855,Suspected Lost,Call,412898,316.91,Miscellaneous Goods,0,B,Consigner,15.09059697,0.99517258,12.90528825,0.997407208,296.35,20.56,6,0,14,0,5,0.0648764633492158,2,282.20390928725703,291.00650234741784,0.0691441062720699,合理诉求,0,78.89203334463471,66.22155477551514,92.03352932986871,5.088244681642578,0.1834862385321101,0.14,0.3142857142857143,0.5
2,0,0,128.224,0,63,227346,116177,-1,427854,Pickup Error,Internal Software,-42721,300.54,Beauty & Daily Essentials,0,B,Consigner,2.057158798,0.988381662,18.86825876,0.850637725,296.38,4.160000000000025,4,2,3,0,0,0.0138417515139416,2,258.0287111111111,296.8075570776256,0.0139888358329411,合理诉求,0,57.22795965470159,57.3863962306441,93.68886143948677,0.20082710779082175,0.1678082191780822,0.2826086956521739,0.2676767676767677,0.0
2,1,0,67.232,117,199,59033,9071,-1,427841,Suspected Lost,Call,354509,599.16,Miscellaneous Goods,-1,C,Receiver,43.6574238,0.998632094,1.835144372,0.918252273,106.96,492.2,6,0,14,1,5,0.8214834101074838,2,352.01026666666667,237.6909409190372,4.55909596146721,合理诉求,0,63.02728842938807,82.30232187313145,3.6519432884569336,550.31,0.14457831325301204,0.35294117647058826,0.0,1.0
3,0,0,430.307,2,44,192757,301946,-1,-146243,Damage,Vendor Consultation,31292,126.56,Home Improvement and Building Material,0,Not Known,Consigner,109.0342382,0.912083797,36.66030819,0.977330344,101.79,24.77,1,6,10,0,2,0.1957174462705436,2,378.5232175925926,317.36376106194695,0.240976748710964,合理诉求,0,71.83485096891845,16.471124063454177,7.673205912988132,8.028230371192247,0.08292682926829269,0.1,0.0,0.3333333333333333
1,0,0,0.0,207,112,183035,300000,-1,427864,未知,Call,474563501,1315.41,Alcohol,-1,C,Consigner,0.0,0.982563604,0.596586034,0.931994695,101.67,1213.74,0,0,0,0,6,0.9227085091340342,2,234.50764254385965,202.1543271375465,11.821759033797605,诉求偏高,1,74.1529936661414,25.07875711386019,78.04631246771224,149.21472677845352,0.4594594594594595,0.375,0.25,0.5733496332518337
2,0,0,1261.214,64,0,192117,30789,-1,427814,未知,Call,159823,634.26,Miscellaneous Goods,0,B,Consigner,51.63122324,0.999715521,8.507281654,0.919732629,98.85,535.41,0,0,14,0,3,0.8441490871251537,2,352.01026666666667,266.1820787746171,5.362143214822233,诉求偏高,1,36.950783314761885,75.01688402479252,18.3421143807441,2.7735010154826254,0.2631578947368421,0.15076923076923077,0.0,0.5
2,0,0,0.544,13,221,227346,300000,-1,36983,未知,Vendor Consultation,480608555,1209.53,Jewelry,-1,C,Consigner,38.16529625,0.982549612,4.078935714,0.999678727,157.84,1051.69,0,6,12,0,6,0.8695030301026019,2,318.4882365591398,242.46427917620136,6.621065222865777,诉求偏高,1,101.45974589636809,124.92080405843552,93.95808297694902,163.30068855149273,0.23295454545454544,0.3333333333333333,0.2585987261146497,0.5474358974358975
2,0,0,234.504,2,178,191495,159506,-1,427741,未知,Call,1153685,984.62,Miscellaneous Goods,0,C,Consigner,0.0,0.975911644,0.0,0.901960865,388.52,596.1,0,0,14,0,6,0.6054112246348845,2,234.50764254385965,202.1543271375465,1.5303450400492915,合理诉求,0,72.04656619263554,79.44547011820596,15.050461731575098,9.7697295256573,0.07981220657276995,0.2088167053364269,0.25,0.0
2,1,0,1288.744,136,129,123184,64829,-1,427860,未知,Call,-48380,361.05,Household Goods,-1,C,Consigner,22.79816938,0.997233562,23.29364155,0.979807406,107.89,253.16000000000005,0,0,11,0,0,0.7011771222822325,2,304.6699548532732,322.6695936794583,2.324915051887226,合理诉求,0,83.60535432076018,32.940966148420515,2.7925427363154447,0.0,0.16326530612244897,0.22857142857142856,0.0,0.0
2,0,0,247.922,268,90,114441,340781,-1,427860,Pickup Error,Internal Software,43440,933.48,Household Goods,0,C,Consigner,3.843213133,0.984690059,0.0,0.971133463,514.78,418.7000000000001,4,2,11,0,2,0.448536658525089,2,260.07479820627805,203.0566087613293,0.8117802163713214,合理诉求,0,101.82569208311426,61.686164946134056,0.0,1.3125954607623984,0.13636363636363635,0.2647058823529412,0.0,0.0
2,0,0,21.588,28,93,43697,347179,1,427819,未知,Call,-705,1145.93,Dried Groceries,1,C,Receiver,1.265142503,0.956369129,35.48466348,0.940076379,747.0,398.93000000000006,0,0,5,1,0,0.3481277215885787,2,251.87966139954847,328.7853196347032,0.5333288770053477,合理诉求,0,7.710968610495542,15.087780553979215,41.23982721923125,39.842733882777296,0.0,0.037037037037037035,0.0,0.4
2,0,0,9.106,132,181,153699,275717,-1,427840,Suspected Lost,Call,427285,162.71,Beauty & Daily Essentials,0,B,Receiver,19.1765279,0.97786905,46.47430948,0.985888929,31.61,131.10000000000002,6,0,3,1,5,0.8057279822997973,2,263.0759360730593,364.7963982102908,4.020239190432384,合理诉求,0,69.42022279446203,45.1926466370765,170.59794965971778,5.139362675763375,0.21311475409836064,0.23255813953488372,0.16666666666666666,0.0
2,0,0,15.008,268,2,15581,41394,-1,427639,Pickup Error,Internal Software,508806,243.12,Appliances,-1,Not Known,Consigner,19.20036756,0.994049607,51.94559368,0.980107468,112.41,130.71,4,2,2,0,5,0.5376357354392892,2,265.1152154195011,357.2380984340045,1.1525438673838286,合理诉求,0,70.19174786024728,74.18417186902597,23.230714987628815,88.6835312338668,0.1643835616438356,0.14285714285714285,0.0,0.0
1,0,0,43.121,38,181,186599,350787,-1,427791,Damage,Internal Software,119971,361.97,"Apparel, Footwear & Accessories",0,C,Consigner,27.18623916,0.98074625,41.02676944,0.99719117,130.2,231.77000000000004,1,2,1,0,3,0.6403016824598724,2,305.00610738255034,319.2254565701559,1.766539634146342,合理诉求,0,83.3897689719621,45.1926466370765,7.089584978503114,444.87910078803947,0.3442622950819672,0.23255813953488372,1.0,0.6666666666666666
2,0,0,52.354,101,4,227346,383807,0,427742,Damage,Call,-35885,295.18,Miscellaneous Goods,-1,B,Consigner,34.53053609,0.991153345,34.06708825,0.987285256,283.99,11.189999999999998,1,0,14,0,0,0.0379090724303814,2,319.19109619686805,329.1931956521739,0.0392645355977402,合理诉求,0,69.91744470109131,86.5418878045064,93.95808297694902,153.47783799462732,0.23529411764705882,0.1694915254237288,0.2585987261146497,0.6666666666666666
2,0,0,164.842,254,23,21124,206590,-1,427864,未知,Call,609282,1414.5,Miscellaneous Goods,0,B,Consigner,18.23124848,0.979577991,3.351056451,0.973933129,672.48,742.02,0,0,14,0,6,0.5245811240721103,2,263.0759360730593,241.10457274826788,1.1017699115044248,合理诉求,0,7.256689649572856,111.24705242342323,17.55124836634298,5.810858688308309,0.0,0.4444444444444444,0.0,0.0
2,0,0,64.602,309,178,227346,300000,-1,427864,未知,Call,349529264,3833.82,Household Goods,0,C,Consigner,7.06682245,0.991710544,43.76455658,0.997376194,951.53,2882.29,0,0,11,0,6,0.7518062924185277,2,259.8581473214286,359.5141019955654,3.0259309418076072,合理诉求,0,152.49320378582973,75.72709977879157,92.9461467051474,157.40407217778625,0.2653061224489796,0.2073170731707317,0.28314028314028317,0.5768292682926829
2,0,0,78.415,99,164,227346,300000,-1,427864,Pickup Error,Mini Program,337051354,4190.26,Alcohol,1,B,Unknown,60.90217829,0.998708509,24.70563094,0.978505468,850.53,3339.7300000000005,4,4,0,3,6,0.7970221418241351,2,314.9283900226758,327.8663377192982,3.922034455626931,合理诉求,0,70.37877337644458,43.83705344903035,72.98319314413496,146.7646800203207,0.21929824561403508,0.1717171717171717,0.2839838492597577,0.5710560625814863
2,0,0,58.176,3,164,111502,321370,-1,427766,未知,Call,-56231,325.36,Dried Groceries,0,B,Unknown,0.0,0.998795756,17.97610864,0.860588382,111.62,213.74,0,0,5,3,0,0.6569338578805016,2,234.3825083986562,314.3277728285078,1.8978866986325695,合理诉求,0,44.018673425796145,56.36351542416264,4.112798521239776,279.3300596506931,0.13513513513513514,0.1941747572815534,0.0,0.0
1,1,1,163.511,100,1,45924,397378,-1,-16324,未知,Internal Software,-48579,1805.4,Hardware,0,C,Unknown,0.0,0.701469567,0.0,0.9932282,990.6,814.8000000000001,0,2,9,3,0,0.451312728481223,2,231.2032466063349,203.0566087613293,0.8217022993142397,合理诉求,0,61.10632942735427,56.91555754227077,0.9029462137746253,35.311845389591184,0.12365591397849462,0.14465408805031446,0.0,0.0
2,0,0,51.295,268,299,206537,74282,-1,427849,未知,Call,201940,150.72,Fresh,0,C,Consigner,24.45117596,0.99813421,1.058441801,0.93087529,82.2,68.52,0,0,7,0,4,0.4546178343949044,1,320.29383219954644,259.16695852534565,0.8235576923076923,合理诉求,0,110.93329931277809,132.21543972380903,1.0369623294979189,8.160135401961218,0.14935064935064934,0.1875,0.0,0.0
2,0,0,115.331,312,100,154871,455559,-1,-103698,未知,Internal Software,314564,176.97,Dried Groceries,-1,B,Consigner,24.66128242,0.99976131,19.42421633,0.990773892,110.16,66.81,0,2,5,0,5,0.377521613832853,2,320.29383219954644,314.3277728285078,0.6010255487585463,合理诉求,0,6.513179064997686,106.56566260968133,0.0,0.0,0.3333333333333333,0.13385826771653545,0.0,0.0
2,0,0,5.083,113,178,176047,149440,-1,-48003,未知,Call,416950,470.41,Miscellaneous Goods,0,B,Staff,6.964113437,0.995486707,70.92683816,0.994205732,251.05,219.36,0,0,14,2,5,0.4663166174188474,2,259.8581473214286,366.23424593967513,0.8703035112080937,合理诉求,0,35.84067382621529,75.72709977879157,64.13987249419608,6.819611905597125,0.08571428571428572,0.2073170731707317,0.1111111111111111,0.0
2,0,0,15.484,11,226,47252,16532,-1,427830,未知,Call,2582167,137.75,Appliances,0,B,Consigner,36.39391245,0.983919812,0.0,0.96715748,5.53,132.22,0,0,2,0,6,0.9598548094373864,2,328.3355605381166,201.4001850481125,20.248085758039814,严重超额,2,45.61607243522162,33.376562481963404,26.3485434894131,0.0,0.13793103448275862,0.09803921568627451,0.6666666666666666,0.0
2,0,0,80.946,134,136,220246,404381,-1,427672,未知,Vendor Consultation,-71588,243.73,Miscellaneous Goods,0,B,Consigner,80.90406077,0.996461927,86.1394186,0.999244882,32.97,210.76,0,6,14,0,0,0.8647273622451073,2,378.5232175925926,372.0839508928572,6.204297909920518,诉求偏高,1,33.43925912824945,149.9203971286516,31.88968594161244,0.6009301589633758,0.2,0.1282051282051282,0.2,0.0
2,0,0,2.534,149,1,180599,308949,-1,236880,Pickup Error,Call,610595,835.58,Hardware,0,Not Known,Consigner,60.7474495,0.989683004,8.995545366,0.991717011,33.45,802.13,4,0,9,0,6,0.9599679264702362,2,313.9089870689655,280.7192633928572,23.283889695210448,严重超额,2,49.013619893333384,69.89628878079544,0.0,2.2024087781559096,0.0,0.12,0.0,0.0
2,1,0,0.226,91,102,199226,454134,-1,427816,Suspected Lost,Internal Software,158872,100.19,Maternity & Baby Products,1,C,Consigner,4.954147614,0.91345776,7.673514402,0.901019609,4.83,95.36,6,2,13,0,3,0.9517915959676616,2,270.214055944056,286.6511990950226,16.356775300171527,严重超额,2,20.105554453222094,131.75247857247544,3.9320873055315966,4.55150127433663,0.07142857142857142,0.14444444444444443,0.0,0.0
2,0,0,514.493,7,178,134908,202842,-1,427848,Damage,Mini Program,794892,371.62,Miscellaneous Goods,-1,C,Staff,120.1597193,0.958822437,64.88881888,0.981829817,204.28,167.34,1,4,14,2,6,0.4502986922124751,2,365.18678651685394,367.7097959183673,0.8151792673421668,合理诉求,0,57.25962778838893,75.72709977879157,62.524191691138896,7.155729498498226,0.06349206349206349,0.2073170731707317,0.3333333333333333,0.0
2,0,0,44.156,89,1,35904,197570,-1,427858,未知,Internal Software,640365,1363.77,Dried Groceries,-1,B,Consigner,1.147336994,0.981285662,0.041050324,0.984271069,615.69,748.0799999999999,0,2,5,0,6,0.5485382432521613,2,243.63325991189427,202.1543271375465,1.2130568032560929,合理诉求,0,61.22398552264645,69.33956050300672,8.209966377883116,11.036674067835541,0.16666666666666666,0.16233766233766234,0.0,0.0
3,0,0,27.635,163,26,138793,401453,-1,427861,Damage,Call,124054,434.74,Household Goods,0,B,Consigner,0.438773882,0.961801825,15.11624527,0.983086945,423.24,11.5,1,0,11,0,3,0.0264525923540506,2,245.5117129629629,287.43478651685393,0.0271072977559871,合理诉求,0,18.32935505173457,45.528204845401284,26.281948526137683,270.57,0.0,0.0,1.0,1.0
2,0,0,73.108,7,315,108310,184953,-1,-133007,Suspected Lost,Call,1830803,699.1,Appliances,0,B,Unknown,9.360788009,0.99388592,28.28991488,0.999411993,276.8,422.3,6,0,2,3,6,0.604062365899013,2,250.27369020501132,311.71078125,1.5201583873290136,合理诉求,0,51.98389382193128,7.532596468615041,0.0,6.323168841417018,0.058823529411764705,0.25,0.0,0.0
2,0,0,332.623,187,88,109188,423773,-1,427774,Damage,Call,2292089,2050.33,Miscellaneous Goods,0,B,Receiver,138.9118309,0.98801705,54.03527359,0.992157886,756.21,1294.12,1,0,14,1,6,0.6311764447674276,2,363.8357111111112,364.7963982102908,1.7090635358751205,合理诉求,0,62.65410857180975,103.19767628864848,4.157018799144681,3.463179989845082,0.14782608695652175,0.21212121212121213,0.0,0.0
2,0,0,93.95,36,136,100356,292879,-1,-151970,Suspected Lost,Call,-81914,937.29,Hardware,0,C,Receiver,4.329797024,0.992955426,1.833088486,0.995427817,503.98,433.31,6,0,9,1,0,0.4623008887324094,2,271.04275488069413,249.08704595185995,0.8580735870727554,合理诉求,0,3.937651508941223,152.1169066628358,0.0,10.818322477125557,1.0,0.16216216216216217,0.0,0.0
2,0,1,252.779,42,170,227346,300000,-1,15988,Pickup Error,Call,455956158,1011.09,Electronic Product,0,C,Consigner,22.32432588,0.996056765,12.25206804,0.998709138,97.56,913.53,4,0,6,0,6,0.9035100732872444,2,315.07662895927604,281.7043973214286,9.268770292207792,诉求偏高,1,82.33733558004167,78.80538491029048,93.68886143948677,156.39748376619548,0.12871287128712872,0.45454545454545453,0.2676767676767677,0.5650060753341434
2,0,0,69.035,181,25,184430,241160,-1,66714,Suspected Lost,Call,1092295,1004.18,Dried Groceries,0,C,Consigner,19.79902961,0.862316085,46.75211945,0.987372999,355.75,648.43,6,0,5,0,6,0.6457308450676174,2,265.1152154195011,357.2380984340045,1.81760336370007,合理诉求,0,66.98420127730182,49.477914208518385,9.09390441606138,3.7251732123390617,0.1568627450980392,0.11,0.3333333333333333,0.0
2,0,0,166.275,291,0,224840,300000,-1,427860,未知,Internal Software,300518681,863.83,Pharmaceuticals,0,B,Consigner,2.6233724,0.959561271,53.43327837,0.919348047,99.65,764.1800000000001,0,2,15,0,6,0.8846416540291493,2,269.58882483370286,359.5141019955654,7.592449080973671,诉求偏高,1,207.06948352661524,75.01688402479252,97.85383365522453,157.40407217778625,0.5217391304347826,0.15076923076923077,0.5,0.5768292682926829
2,0,0,22.537,167,151,172198,128527,-1,427838,未知,Internal Software,-36559,972.35,Electronic Product,-1,Not Known,Consigner,0.211327719,0.992812053,25.45704592,0.997082231,826.71,145.64,0,2,6,0,0,0.1497814572941841,2,234.50764254385965,308.9088340807175,0.1759553466793925,合理诉求,0,58.72738978596847,62.913077139758755,10.00525586749463,0.11426190668100097,0.36363636363636365,0.11764705882352941,1.0,2.0
1,1,1,16.489,9,244,138630,107430,-1,427864,未知,Call,-23301,457.12,Dried Groceries,-1,B,Consigner,12.593577,0.974176671,1.952551817,0.976242582,258.99,198.13,0,0,5,0,0,0.4334310465523276,2,282.6665707964602,237.6909409190372,0.7620677718373783,合理诉求,0,77.1310705181976,48.83952358528552,17.107469211318044,53.846126582845955,0.18518518518518517,0.19230769230769232,0.0,0.0
2,0,0,7.57,90,273,170938,295843,-1,427847,未知,Call,4108,1004.8,Pharmaceuticals,0,B,Receiver,27.40649419,0.965365965,5.434487179,0.931215534,428.42,576.3799999999999,0,0,15,1,2,0.5736265923566878,2,295.5821266968326,261.6746428571429,1.3422290531414462,合理诉求,0,74.15338626039367,40.807605363910845,3.9544246151679294,358.7460005345282,0.18181818181818182,0.0,0.0,0.5
2,0,0,774.593,179,179,148360,127111,-1,133082,未知,Internal Software,-80319,779.35,Hardware,-1,B,Unknown,0.147704157,0.999918385,9.395050981,0.986322078,431.07,348.28000000000003,0,2,9,3,0,0.4468852248668762,2,234.50764254385965,269.37060324825984,0.8060730900085635,合理诉求,0,71.57808093546372,57.241713210286896,157.98858638383723,0.0,0.12234042553191489,0.21011673151750973,0.75,0.0
2,1,0,0.0,25,0,17147,151470,-1,37954,未知,Vendor Consultation,128378,108.91,Miscellaneous Goods,-1,C,Unknown,1.505134835,0.985581028,0.526840992,0.990962285,22.43,86.47999999999999,0,6,14,3,3,0.7940501331374529,2,260.9699097065463,201.4001850481125,3.690994451557832,合理诉求,0,83.86937977961351,75.01688402479252,4.212961723014143,6.9928397474224555,0.2,0.15076923076923077,0.1111111111111111,0.0
2,0,0,119.152,89,38,183889,453223,-1,427850,未知,Call,89217,456.11,Dried Groceries,-1,B,Consigner,32.99358095,0.993213349,32.21526108,0.983674227,276.26,179.85000000000002,0,0,5,0,3,0.3943127754269803,2,335.8718322295806,313.47682134570766,0.6486691192382602,合理诉求,0,58.82411942187063,33.38362905150154,86.94142503163961,2.605644360986223,0.13953488372093023,0.043478260869565216,0.2441860465116279,0.5
1,0,1,160.396,39,132,227346,418914,-1,40370,未知,Internal Software,401520,100.23,Maternity & Baby Products,-1,B,Consigner,2.187818463,0.995600003,0.0,0.975795744,68.81,31.42,0,2,13,0,5,0.313478998303901,2,258.57897379912663,210.74114498141265,0.450078785274316,合理诉求,0,120.49293652590492,49.18778017638743,93.95808297694902,0.0,0.07692307692307693,0.14465408805031446,0.2585987261146497,0.0
2,1,0,825.664,3,96,85626,336474,-1,427593,Suspected Lost,Call,2529340,525.47,Home Improvement and Building Material,-1,C,Receiver,14.3647764,0.964275368,26.06937358,0.994148295,472.29,53.18000000000001,6,0,10,1,6,0.1012046358498106,2,298.27488372093023,310.9002546296296,0.1123623993745906,合理诉求,0,44.798375933817155,102.96027259619845,67.8767809282653,30.965372294609924,0.14383561643835616,0.24324324324324326,0.3333333333333333,0.0
3,1,0,643.553,25,60,130460,31319,-1,142265,未知,Internal Software,-82045,253.4,Fresh,0,B,Consigner,47.95694873,0.991622625,32.08775748,0.986893555,116.52,136.88,0,2,7,0,0,0.5401736385161799,1,352.01026666666667,313.47682134570766,1.1647379169503065,合理诉求,0,83.86937977961351,125.42691337259163,2.5608125350890623,68.50814898073878,0.2,0.375,0.0,0.0
2,0,0,5.357,13,42,25838,229373,-1,81335,未知,Internal Software,613225,1108.57,Miscellaneous Goods,-1,C,Receiver,3.729816462,0.962937306,2.187149918,0.945701472,598.8,509.77,0,2,14,1,6,0.4598446647482793,2,269.58882483370286,237.6909409190372,0.8498999666555519,合理诉求,0,119.28383699165505,47.38033508048149,30.492213627690354,20.883859186734828,0.24867724867724866,0.046875,0.0,0.0
2,0,0,3.436,164,268,217467,20064,-1,427853,Pickup Error,Internal Software,-19926,596.2,Electronic Product,1,B,Consigner,25.94431941,0.91154102,27.30049675,0.998011373,292.91,303.29,4,2,6,0,0,0.5087051325058705,2,305.00610738255034,308.9088340807175,1.0319145316593514,合理诉求,0,96.95381018838403,94.6599568872996,2.902882689339734,43.11268939936436,0.14925373134328357,0.27102803738317754,0.0,0.0
2,0,0,4.427,268,219,183889,73164,-1,427562,未知,Call,65306,240.16,Jewelry,0,C,Receiver,12.28018627,0.995458925,38.74272954,0.866550429,75.88,164.28,0,0,12,1,2,0.6840439706862093,2,277.79844097995544,323.71263392857145,2.1368366285119667,合理诉求,0,101.82569208311426,57.28120192185259,78.29182798956555,185.864822594399,0.13636363636363635,0.15384615384615385,0.25806451612903225,0.0
2,0,0,1.484,110,76,209602,300000,-1,427859,Damage,Vendor Consultation,19527692,1748.86,Documents & Bills,-1,B,Consigner,0.753524016,0.995231544,0.0,0.966159122,267.87,1480.9899999999998,1,6,4,0,6,0.8468316503322163,2,243.63325991189427,202.1543271375465,5.508200989325696,诉求偏高,1,88.85367142329216,59.56724579679555,92.7919306651536,149.21472677845352,0.1935483870967742,0.3,0.5909090909090909,0.5733496332518337
2,0,0,542.41,55,299,196128,216416,1,427846,Suspected Lost,Call,-82043,389.74,Maternity & Baby Products,-1,B,Consigner,52.6681283,0.976890294,19.80700525,0.949289542,218.82,170.92000000000002,6,0,13,0,0,0.4385487761071484,2,307.8155714285714,304.01948430493275,0.7775452643071605,合理诉求,0,36.0342258072901,108.75957046840912,72.0303009294346,23.420889197384284,0.13559322033898305,0.14285714285714285,0.6666666666666666,0.0
2,0,0,139.2,124,13,216517,359164,-1,427864,Suspected Lost,Call,640965,277.93,Home Improvement and Building Material,0,Not Known,Receiver,1.002731166,0.972495471,8.653663341,0.995366263,72.34,205.59,6,0,10,1,6,0.7397186341884647,2,240.51343115124152,271.43254988913526,2.8032451595309515,合理诉求,0,26.770614387413662,58.69138621086622,28.47968765853218,4.751448756557439,0.25,0.09090909090909091,0.0,0.0
2,1,0,22.357,190,178,208295,154824,1,427849,未知,Call,-80230,1062.35,Jewelry,-1,C,Consigner,14.80763924,0.961461427,5.120409086,0.942458373,497.09,565.26,0,0,12,0,0,0.5320845295806467,2,286.4287846481877,261.2737831858407,1.134855146660242,合理诉求,0,70.2698595294317,79.44547011820596,1.9071175544407655,12.161034983400059,0.18181818181818182,0.2088167053364269,0.3333333333333333,0.16666666666666666
5,0,0,52.183,56,299,227346,282457,-1,427864,未知,Internal Software,1497921,849.29,Dried Groceries,-1,B,Consigner,53.26986515,0.99799013,91.29686322,0.957403179,151.84,697.4499999999999,0,2,5,0,6,0.821215368131027,2,314.9283900226758,353.96815909090907,4.563268777806856,合理诉求,0,112.06568436746798,64.1918975082027,72.98319314413496,3.2539038472472774,0.17647058823529413,0.2,0.2839838492597577,0.0
2,0,0,62.374,244,344,198046,38165,-1,427846,未知,Call,337572,733.41,Miscellaneous Goods,0,Not Known,Unknown,8.918483197,0.996391565,6.353718668,0.940483848,55.43,677.98,0,0,14,3,5,0.9244215377483264,2,253.6208830022075,286.6511990950226,12.014531277689173,诉求偏高,1,62.08371497907519,39.2423650364136,4.067034311769367,20.486597929645477,0.1346153846153846,0.32,0.0,0.5
2,0,0,677.797,0,3,38088,53566,-1,427807,未知,Call,234695,1832.48,Dried Groceries,-1,C,Consigner,38.39111799,0.994649024,7.086697692,0.974299602,1285.68,546.8,0,0,5,0,4,0.2983934340347507,2,325.8836017897092,285.8858536585366,0.42496968943327,合理诉求,0,59.67839024303292,61.79714581269121,189.46179549335838,2.6618445777240085,0.17973856209150327,0.11560693641618497,0.3333333333333333,0.0
2,0,1,513.581,191,307,117543,246870,-1,427814,Damage,Call,717577,1263.68,Maternity & Baby Products,-1,B,Consigner,40.66303393,0.992598672,3.076015107,0.960606184,446.66,817.02,1,0,13,0,6,0.646540263357812,2,318.4882365591398,242.46427917620136,1.825090470446321,合理诉求,0,165.79061632765183,107.26414159528827,5.340051109617331,21.07353225579269,0.4166666666666667,0.4666666666666667,0.0,0.0
2,0,0,42.44,178,112,183889,300000,-1,427864,Suspected Lost,Call,822280281,3437.59,Household Goods,-1,B,Consigner,17.67078724,0.972527024,16.55623277,0.962132145,689.17,2748.42,6,0,11,0,6,0.7995194307639946,2,255.6809150326797,287.43478651685393,3.982236260631439,合理诉求,0,78.03408659479068,108.41342143750634,86.94142503163961,157.40407217778625,0.13135593220338984,0.5,0.2441860465116279,0.5768292682926829
2,0,1,71.506,96,271,203501,241462,-1,427858,未知,Complaint,1847542,202.55,Pharmaceuticals,0,B,Unknown,5.632152668,0.990423241,0.719858436,0.94997261,167.94,34.610000000000014,0,1,15,3,6,0.1708713897803012,2,270.214055944056,259.16695852534565,0.2048656327690305,合理诉求,0,78.96338112739298,22.205945697447277,452.61568074279086,15.919925221997197,0.1,0.20689655172413793,0.5,0.0
2,1,0,1.013,88,146,227346,165548,-1,427864,未知,Call,-1038,382.24,Alcohol,0,C,Consigner,0.0,0.962796518,2.765879063,0.966721088,216.57,165.67000000000002,0,0,0,0,0,0.4334187944746756,2,234.3825083986562,237.6909409190372,0.7614560830996921,合理诉求,0,116.52863038936586,129.09668837240181,92.9461467051474,62.10313687485666,0.09259259259259259,0.0847457627118644,0.28314028314028317,0.0
2,0,0,1209.638,63,55,227346,214533,-1,427854,Damage,Call,1576760,305.74,Jewelry,0,B,Consigner,36.12443082,0.99988497,33.29659142,0.991573327,78.65,227.09,1,0,12,0,6,0.7427552822659776,2,327.74744874715265,323.6829864253394,2.851098556183302,合理诉求,0,83.58412909377523,82.34846355811797,90.97331664344252,0.0,0.22826086956521738,0.23655913978494625,0.2770012706480305,0.0
2,0,1,94.688,19,0,69892,361836,-1,427862,Damage,Call,392597,1945.02,"Apparel, Footwear & Accessories",-1,B,Consigner,35.78055789,0.92700678,75.41140145,0.958420355,878.85,1066.17,1,0,1,0,5,0.5481537464910387,2,324.0455333333333,353.96815909090907,1.211763368756038,合理诉求,0,11.347675684254565,72.77972456553738,9.159015755953194,10.708859064895076,0.0,0.1551155115511551,0.0,0.0
2,1,0,51.676,34,150,125304,367630,-1,427851,Suspected Lost,Call,-45635,318.14,Appliances,0,C,Consigner,97.56016738,0.999612954,52.30919464,0.995023985,169.57,148.57,6,0,2,0,0,0.4669956622870434,2,358.28946902654866,364.7963982102908,0.8710206953157061,合理诉求,0,13.505407660536466,63.03315694390679,17.157576289021396,10.102442279359797,0.14285714285714285,0.17647058823529413,0.0,0.0
3,0,0,4.689,3,191,227346,408489,-1,96084,未知,Call,-28213,1041.02,Alcohol,-1,B,Consigner,12.83418494,0.992141021,0.303563915,0.820476935,19.31,1021.71,0,0,0,0,0,0.9814508847092276,2,267.9104805491991,202.1543271375465,50.30576070901034,严重超额,2,37.70626305985536,100.41868258626607,90.97331664344252,0.0,0.1476510067114094,0.1,0.2770012706480305,0.0
2,0,0,181.412,1,268,138872,284892,-1,427727,Suspected Lost,Call,1334041,439.43,Dried Groceries,-1,B,Consigner,1.918420391,0.944276764,0.0,0.939026236,185.43,254.0,6,0,5,0,6,0.5780215278884009,2,254.24613122171945,202.1543271375465,1.362441667113662,合理诉求,0,75.72910792026215,94.6599568872996,2.438216507102793,118.21849315068494,0.1881918819188192,0.27102803738317754,0.0,0.0
2,0,0,268.912,222,219,146108,368311,-1,427862,未知,Internal Software,3014653,1471.61,Jewelry,-1,C,Consigner,2.260925004,0.943862615,4.463568869,0.809264282,554.65,916.96,0,2,12,0,6,0.623099870210178,2,258.57897379912663,255.7687414187643,1.6502474579321518,合理诉求,0,61.17001665949835,77.51992483992979,24.71778530708683,0.5648744090676083,0.17412935323383086,0.2,0.0,0.0
